name = 2021-11-11 08_56_25 CO-strip_01_01_CVA_DUSB0_C01.mpt
technique = EC
tstamp = 1636618671.0
backend_name = memory
id = 9
timecol 'time/s' for: 'raw potential / [V]' and 'raw current / [mA]' and 'selector' and '$U_{RHE}$ / [V]' and 'J / [mA cm$^{-2}$]'
N_header_lines = 9

time/s,	raw potential / [V],	raw current / [mA],	selector,	$U_{RHE}$ / [V],	J / [mA cm$^{-2}$]
7890.910250663757,	0.48219016,	6.203169437102047e-05,	12,	0.48219016,	0.0003164882365868391,	
7891.709850549698,	0.48619744,	6.319460861623947e-05,	12,	0.48619744,	0.000322421472531834,	
7892.509550571442,	0.49019101,	6.402759888796453e-05,	12,	0.49019101,	0.0003266714228977782,	
7893.309150457382,	0.49418983,	6.496875860191695e-05,	12,	0.49418983,	0.00033147325817304565,	
7894.108750581741,	0.49818274,	6.594995105498416e-05,	12,	0.49818274,	0.0003364793421172661,	
7894.908350467682,	0.50218409,	6.64982595553694e-05,	12,	0.50218409,	0.0003392768344661704,	
7895.708050489426,	0.50618631,	6.733022775033527e-05,	12,	0.50618631,	0.00034352157015477176,	
7896.507650613785,	0.51016408,	6.767585708617767e-05,	12,	0.51016408,	0.00034528498513355954,	
7897.307250499725,	0.51415288,	6.844429212748341e-05,	12,	0.51415288,	0.000349205572078997,	
7898.106850385666,	0.51815099,	6.911984897444746e-05,	12,	0.51815099,	0.00035265229068595644,	
7898.906450510025,	0.52215225,	7.013794489765801e-05,	12,	0.52215225,	0.0003578466576411123,	
7899.706050395966,	0.52614003,	7.073808837965276e-05,	12,	0.52614003,	0.0003609086141819018,	
7900.505650520325,	0.53014797,	7.157561154082757e-05,	12,	0.53014797,	0.00036518169153483456,	
7901.305250406265,	0.53414583,	7.251740217112564e-05,	12,	0.53414583,	0.00036998674577104913,	
7902.104850530624,	0.53813821,	7.370119488203365e-05,	12,	0.53813821,	0.0003760265045001717,	
7902.904450416565,	0.54214644,	7.464190087963138e-05,	12,	0.54214644,	0.0003808260248960785,	
7903.704050540924,	0.54613578,	7.58840247791462e-05,	12,	0.54613578,	0.0003871633917303378,	
7904.503650426865,	0.55014139,	7.767349038182673e-05,	12,	0.55014139,	0.00039629331827462615,	
7905.303250312805,	0.55414599,	7.944814512609688e-05,	12,	0.55414599,	0.00040534767921478,	
7906.102850437164,	0.5581454,	8.125228832223672e-05,	12,	0.5581454,	0.00041455249143998327,	
7906.902450323105,	0.56213886,	8.312470362931168e-05,	12,	0.56213886,	0.00042410563076179423,	
7907.702050447464,	0.56613547,	8.58509459555571e-05,	12,	0.56613547,	0.00043801503038549543,	
7908.5016503334045,	0.57014298,	8.834597639061775e-05,	12,	0.57014298,	0.0004507447775031518,	
7909.301350355148,	0.5741421,	9.104341390269734e-05,	12,	0.5741421,	0.00046450721378927216,	
7910.100950241089,	0.5781312,	9.385581128105568e-05,	12,	0.5781312,	0.00047885618000538614,	
7910.900550365448,	0.58211219,	9.695255275285648e-05,	12,	0.58211219,	0.0004946558813921249,	
7911.700250387192,	0.58611178,	0.0001001800840615794,	12,	0.58611178,	0.000511122877865201,	
7912.499850273132,	0.59011507,	0.0001033415109708633,	12,	0.59011507,	0.0005272526069942005,	
7913.2994503974915,	0.59409773,	0.0001066625960380878,	12,	0.59409773,	0.0005441969185616724,	
7914.099050283432,	0.59808826,	0.0001100018719341591,	12,	0.59808826,	0.0005612340404804036,	
7914.898650407791,	0.60208172,	0.000113186996329379,	12,	0.60208172,	0.0005774846751498928,	
7915.698250293732,	0.60609436,	0.000116481708213381,	12,	0.60609436,	0.0005942944296601072,	
7916.497850179672,	0.61009812,	0.0001193961030198261,	12,	0.61009812,	0.0006091637909174801,	
7917.297450304031,	0.61410564,	0.0001223375884825846,	12,	0.61410564,	0.0006241713698091051,	
7918.097050189972,	0.6180957,	0.0001250804469376827,	12,	0.6180957,	0.0006381655456004219,	
7918.896650314331,	0.6220839,	0.0001277810478044475,	12,	0.6220839,	0.0006519441214512628,	
7919.696250200272,	0.62608892,	0.0001303845387170409,	12,	0.62608892,	0.0006652272383522495,	
7920.495850324631,	0.63009071,	0.0001335893910013696,	12,	0.63009071,	0.0006815785255171919,	
7921.295450210571,	0.63408941,	0.0001358529558833377,	12,	0.63408941,	0.0006931273259353964,	
7922.095050096512,	0.63808066,	0.0001387762892616319,	12,	0.63808066,	0.0007080422921511831,	
7922.894650220871,	0.64209646,	0.00014237404726162,	12,	0.64209646,	0.0007263982003143878,	
7923.6942501068115,	0.64608777,	0.000145777612233439,	12,	0.64608777,	0.0007437633277216275,	
7924.493850231171,	0.65008926,	0.0001497561798053091,	12,	0.65008926,	0.0007640621418638218,	
7925.293550252914,	0.65407413,	0.0001541806081251412,	12,	0.65407413,	0.0007866357557405162,	
7926.093150138855,	0.65809381,	0.0001591718293758931,	12,	0.65809381,	0.0008121011702851689,	
7926.892750263214,	0.66208541,	0.0001643413941118739,	12,	0.66208541,	0.0008384765005707851,	
7927.692450046539,	0.66607553,	0.0001711937205708087,	12,	0.66607553,	0.0008734373498510648,	
7928.492050170898,	0.67007118,	0.0001781438925630678,	12,	0.67007118,	0.0009088974110360602,	
7929.291650056839,	0.67407268,	0.0001857154192904035,	12,	0.67407268,	0.0009475276494408342,	
7930.091250181198,	0.67806733,	0.0001943668974651834,	12,	0.67806733,	0.0009916678442101195,	
7930.890850067139,	0.68205839,	0.0002035344536781647,	12,	0.68205839,	0.0010384410901947178,	
7931.690450191498,	0.68606651,	0.0002133223031637186,	12,	0.68606651,	0.0010883790977740744,	
7932.490050077438,	0.69006044,	0.0002236020153307356,	12,	0.69006044,	0.0011408266088302837,	
7933.289649963379,	0.69405621,	0.0002341458826045383,	12,	0.69405621,	0.0011946218500231546,	
7934.089250087738,	0.69805908,	0.0002449920334893739,	12,	0.69805908,	0.0012499593545376218,	
7934.888849973679,	0.70207357,	0.0002558449880405429,	12,	0.70207357,	0.0013053315716354229,	
7935.688450098038,	0.70606279,	0.000265396864409411,	12,	0.70606279,	0.001354065634741893,	
7936.488049983978,	0.71006286,	0.0002743832607953429,	12,	0.71006286,	0.0013999145958946066,	
7937.287650108337,	0.71404678,	0.0002819873680145941,	12,	0.71404678,	0.0014387110612989495,	
7938.087249994278,	0.71803468,	0.0002879166780227248,	12,	0.71803468,	0.0014689626429730857,	
7938.886850118637,	0.72205293,	0.0002916526912863124,	12,	0.72205293,	0.001488023935134247,	
7939.686450004578,	0.72604638,	0.0002926028913273148,	12,	0.72604638,	0.0014928718945271162,	
7940.486049890518,	0.73006147,	0.0002905700615834584,	12,	0.73006147,	0.0014825003142013185,	
7941.285650014877,	0.73405987,	0.0002859697250332791,	12,	0.73405987,	0.0014590292093534646,	
7942.085350036621,	0.73805803,	0.0002785069305695559,	12,	0.73805803,	0.0014209537273956933,	
7942.884949922562,	0.74204546,	0.0002689812776405925,	12,	0.74204546,	0.0013723534573499617,	
7943.684550046921,	0.74604732,	0.0002578760671596517,	12,	0.74604732,	0.0013156942202023044,	
7944.484249830246,	0.75001419,	0.0002451968816943222,	12,	0.75001419,	0.0012510044984404194,	
7945.283849954605,	0.75404412,	0.0002328516932759814,	12,	0.75404412,	0.001188018843244803,	
7946.083449840546,	0.75804836,	0.0002199449909395016,	12,	0.75804836,	0.001122168321119906,	
7946.883049964905,	0.76204777,	0.0002073816778810859,	12,	0.76204777,	0.001058069785107581,	
7947.682649850845,	0.76601952,	0.0001959995207402852,	12,	0.76601952,	0.0009999975547973735,	
7948.4822499752045,	0.77000988,	0.0001863847367776709,	12,	0.77000988,	0.0009509425345799535,	
7949.281849861145,	0.77403474,	0.0001783864512423915,	12,	0.77403474,	0.000910134955318324,	
7950.081449747086,	0.77802473,	0.0001722695443834953,	12,	0.77802473,	0.0008789262468545679,	
7950.881049871445,	0.782013,	0.0001675193055433984,	12,	0.782013,	0.0008546903344050939,	
7951.680649757385,	0.78600615,	0.0001655644303502199,	12,	0.78600615,	0.000844716481378673,	
7952.480249881744,	0.79000515,	0.0001658803137295824,	12,	0.79000515,	0.0008463281312733796,	
7953.279849767685,	0.79400444,	0.0001677317984901663,	12,	0.79400444,	0.0008557744820926852,	
7954.079449892044,	0.79801792,	0.0001718868912482809,	12,	0.79801792,	0.0008769739349402087,	
7954.879049777985,	0.80199587,	0.0001789129957436774,	12,	0.80199587,	0.000912821406855497,	
7955.678649902344,	0.8059966,	0.0001874191720328978,	12,	0.8059966,	0.0009562202654739684,	
7956.478249788284,	0.81000334,	0.0001991024597381597,	12,	0.81000334,	0.0010158288762151006,	
7957.277849674225,	0.81398994,	0.0002131128653657484,	12,	0.81398994,	0.001087310537580349,	
7958.077549695969,	0.8179968,	0.0002305903542007097,	12,	0.8179968,	0.0011764813989832126,	
7958.877149820328,	0.82201064,	0.0002502591281380623,	12,	0.82201064,	0.001276832286418685,	
7959.676749706268,	0.82598281,	0.0002736625957570483,	12,	0.82598281,	0.001396237733454328,	
7960.476449728012,	0.82999259,	0.000301241093448713,	12,	0.82999259,	0.0015369443543301684,	
7961.276049613953,	0.83401036,	0.0003310316487420495,	12,	0.83401036,	0.0016889369833778037,	
7962.075649738312,	0.83799165,	0.0003641200233720854,	12,	0.83799165,	0.00185775522128615,	
7962.875249624252,	0.84200442,	0.0004016959163615332,	12,	0.84200442,	0.0020494689610282306,	
7963.674849748611,	0.84599316,	0.0004429272586820845,	12,	0.84599316,	0.002259832952459615,	
7964.474449634552,	0.8499769,	0.0004863980111004399,	12,	0.8499769,	0.0024816225056144892,	
7965.274049758911,	0.85398853,	0.0005332867771332462,	12,	0.85398853,	0.002720850903741052,	
7966.073649644852,	0.85798419,	0.0005824286913432807,	12,	0.85798419,	0.0029715749558330644,	
7966.873249769211,	0.86199039,	0.0006325445169855155,	12,	0.86199039,	0.00322726794380365,	
7967.672849655151,	0.86598051,	0.000682855234298476,	12,	0.86598051,	0.003483955277033041,	
7968.472449541092,	0.86998308,	0.0007302671657508225,	12,	0.86998308,	0.0037258528864837883,	
7969.272049665451,	0.87398165,	0.0007753078092264717,	12,	0.87398165,	0.003955652087890162,	
7970.071649551392,	0.87797022,	0.0008174426104325195,	12,	0.87797022,	0.004170625563431222,	
7970.871249675751,	0.88197261,	0.0008549901144857108,	12,	0.88197261,	0.004362194461661789,	
7971.670849561691,	0.88597804,	0.0008893999186295361,	12,	0.88597804,	0.004537754686885388,	
7972.47044968605,	0.88996077,	0.0009189119166758374,	12,	0.88996077,	0.004688326105488966,	
7973.270049571991,	0.89396024,	0.0009479691859509143,	12,	0.89396024,	0.004836577479341399,	
7974.069749593735,	0.89794612,	0.0009751269054301924,	12,	0.89794612,	0.004975137272603022,	
7974.869349479675,	0.90196347,	0.001003901618266677,	12,	0.90196347,	0.005121947031972842,	
7975.668949604034,	0.9059611,	0.001033669106992283,	12,	0.9059611,	0.005273821974450423,	
7976.468649625778,	0.9099685,	0.001063582984586788,	12,	0.9099685,	0.005426443798912183,	
7977.268249511719,	0.9139725,	0.001091866551758885,	12,	0.9139725,	0.005570747713055536,	
7978.067849636078,	0.91796052,	0.001116931176731763,	12,	0.91796052,	0.005698628452713076,	
7978.867449522018,	0.92194718,	0.001141309241875763,	12,	0.92194718,	0.0058230063361008316,	
7979.667049407959,	0.92594463,	0.00116249254744205,	12,	0.92594463,	0.005931084425724745,	
7980.466649532318,	0.92992657,	0.001179324913157313,	12,	0.92992657,	0.006016963842639352,	
7981.266249418259,	0.93393487,	0.001193445274679869,	12,	0.93393487,	0.006089006503468719,	
7982.065849542618,	0.93792814,	0.00120561799757064,	12,	0.93792814,	0.006151112232503265,	
7982.865449428558,	0.94192243,	0.001215371796759559,	12,	0.94192243,	0.0062008765140793825,	
7983.6650495529175,	0.94593263,	0.001224169998520935,	12,	0.94593263,	0.006245765298576199,	
7984.464649438858,	0.94993341,	0.001228765362100038,	12,	0.94993341,	0.006269211031122643,	
7985.264249324799,	0.95392966,	0.001232935004928487,	12,	0.95392966,	0.006290484719022892,	
7986.063849449158,	0.95792574,	0.001237162010891845,	12,	0.95792574,	0.0063120510759788005,	
7986.863449335098,	0.9619332,	0.001238467842161996,	12,	0.9619332,	0.006318713480418347,	
7987.663049459457,	0.96592736,	0.001239488133172513,	12,	0.96592736,	0.006323919046798535,	
7988.462649345398,	0.96991968,	0.001239325975634279,	12,	0.96991968,	0.00632309171241979,	
7989.262249469757,	0.97391868,	0.001242322853762309,	12,	0.97391868,	0.006338381906950556,	
7990.061849355698,	0.97790593,	0.001244091429816673,	12,	0.97790593,	0.006347405254166699,	
7990.861449480057,	0.98190802,	0.001246611732804633,	12,	0.98190802,	0.006360263942880781,	
7991.661149263382,	0.98589313,	0.001250669824798171,	12,	0.98589313,	0.006380968493868219,	
7992.460749387741,	0.98990291,	0.001254615018988026,	12,	0.98990291,	0.006401097035653194,	
7993.260449409485,	0.9938916,	0.001261373192146455,	12,	0.9938916,	0.006435577510951301,	
7994.060049295425,	0.99790591,	0.001268130934812053,	12,	0.99790591,	0.006470055789857413,	
7994.859649419785,	1.0018915,	0.001275687862071447,	12,	1.0018915,	0.006508611541180852,	
7995.659249305725,	1.0058979,	0.001282728179069548,	12,	1.0058979,	0.00654453152586504,	
7996.458849191666,	1.0099051,	0.001293650627539823,	12,	1.0099051,	0.0066002583037746065,	
7997.258449316025,	1.0139059,	0.001300445366547082,	12,	1.0139059,	0.006634925339525929,	
7998.058049201965,	1.0179052,	0.001310167180902683,	12,	1.0179052,	0.006684526433176953,	
7998.8576493263245,	1.021899,	0.001320467549696281,	12,	1.021899,	0.006737079335185107,	
7999.657249212265,	1.0259113,	0.00132993615092511,	12,	1.0259113,	0.006785388525128112,	
8000.456849336624,	1.0299031,	0.00133979116640065,	12,	1.0299031,	0.006835669216329847,	
8001.256449222565,	1.0338936,	0.001349000284100513,	12,	1.0338936,	0.006882654510716903,	
8002.056049346924,	1.0379015,	0.001356955102125114,	12,	1.0379015,	0.006923240316964867,	
8002.855649232864,	1.0418923,	0.001363079099070141,	12,	1.0418923,	0.006954485199337454,	
8003.655249118805,	1.0458931,	0.001366804339986732,	12,	1.0458931,	0.006973491530544551,	
8004.454849243164,	1.0499011,	0.001367881785548771,	12,	1.0499011,	0.006978988701779444,	
8005.254549264908,	1.0539021,	0.001364736391829015,	12,	1.0539021,	0.006962940774637831,	
8006.054149150848,	1.057899,	0.001359671644783747,	12,	1.057899,	0.006937100228488505,	
8006.8537492752075,	1.0618974,	0.001354078258766576,	12,	1.0618974,	0.006908562544727428,	
8007.653449058533,	1.06589,	0.00134562982035044,	12,	1.06589,	0.006865458267094082,	
8008.453049182892,	1.0699048,	0.001336437743016252,	12,	1.0699048,	0.006818559913348224,	
8009.252649068832,	1.0738758,	0.001326085712806856,	12,	1.0738758,	0.00676574343268804,	
8010.0522491931915,	1.0778617,	0.001317329056629391,	12,	1.0778617,	0.006721066615456076,	
8010.851849079132,	1.0818797,	0.001307502724104734,	12,	1.0818797,	0.006670932265840479,	
8011.651449203491,	1.0858644,	0.001298231001451773,	12,	1.0858644,	0.006623627558427413,	
8012.451049089432,	1.0898665,	0.001289309401203885,	12,	1.0898665,	0.00657810918981574,	
8013.250649213791,	1.0938647,	0.001282086264583813,	12,	1.0938647,	0.006541256451958229,	
8014.050249099731,	1.0978708,	0.001273860935088449,	12,	1.0978708,	0.0064992904851451485,	
8014.849848985672,	1.1018562,	0.0012664324354607,	12,	1.1018562,	0.006461389976840305,	
8015.649449110031,	1.105849,	0.00126048713689673,	12,	1.105849,	0.0064310568209016835,	
8016.449048995972,	1.1098728,	0.001254943903336012,	12,	1.1098728,	0.0064027750170204695,	
8017.248649120331,	1.1138576,	0.001248654226500834,	12,	1.1138576,	0.006370684829085887,	
8018.048249006271,	1.117864,	0.001244240637353754,	12,	1.117864,	0.006348166517110989,	
8018.8478491306305,	1.1218359,	0.001240183943252776,	12,	1.1218359,	0.0063274690982284484,	
8019.647449016571,	1.1258355,	0.001236860886709223,	12,	1.1258355,	0.00631051472810828,	
8020.447048902512,	1.1298206,	0.001234816252446177,	12,	1.1298206,	0.006300082920643759,	
8021.246649026871,	1.1338316,	0.001232433811127167,	12,	1.1338316,	0.006287927607791668,	
8022.0463490486145,	1.1378372,	0.001231881402796016,	12,	1.1378372,	0.006285109197938857,	
8022.845948934555,	1.1418326,	0.001230818949341916,	12,	1.1418326,	0.006279688517050591,	
8023.645648956299,	1.1458322,	0.001230159431348276,	12,	1.1458322,	0.006276323629327939,	
8024.445249080658,	1.1498228,	0.001230459411254175,	12,	1.1498228,	0.006277854139051913,	
8025.2448489665985,	1.1538401,	0.00123077886742154,	12,	1.1538401,	0.006279484017456836,	
8026.044448852539,	1.1578236,	0.001230988745393647,	12,	1.1578236,	0.006280554823436974,	
8026.844048976898,	1.1618099,	0.001231966287238687,	12,	1.1618099,	0.006285542281830035,	
8027.643648862839,	1.1658227,	0.00123274899499912,	12,	1.1658227,	0.006289535688771021,	
8028.443248987198,	1.1698209,	0.001233805639126003,	12,	1.1698209,	0.006294926730234709,	
8029.242848873138,	1.1738147,	0.001233597992608025,	12,	1.1738147,	0.006293867309224617,	
8030.042448997498,	1.1777996,	0.001234517555987154,	12,	1.1777996,	0.006298558959118132,	
8030.842048883438,	1.1817846,	0.001236350622584654,	12,	1.1817846,	0.006307911339717622,	
8031.641648769379,	1.1857976,	0.001237437024413442,	12,	1.1857976,	0.006313454206191031,	
8032.441248893738,	1.1898073,	0.001238710928154209,	12,	1.1898073,	0.006319953715072494,	
8033.240848779678,	1.1938158,	0.00123957611282002,	12,	1.1938158,	0.006324367922551122,	
8034.0404489040375,	1.1978034,	0.001240137260741536,	12,	1.1978034,	0.006327230922150694,	
8034.840048789978,	1.2017907,	0.001241192808952822,	12,	1.2017907,	0.006332616372208275,	
8035.639648914337,	1.2057931,	0.001242056059379333,	12,	1.2057931,	0.006337020711119045,	
8036.439248800278,	1.2097913,	0.001243088601488184,	12,	1.2097913,	0.006342288783102979,	
8037.2389488220215,	1.213806,	0.001244090373447411,	12,	1.213806,	0.006347399864527607,	
8038.038548707962,	1.2177765,	0.001244596120830593,	12,	1.2177765,	0.006349980208319352,	
8038.838148832321,	1.2217799,	0.001245987053178913,	12,	1.2217799,	0.006357076801933229,	
8039.637848854065,	1.2258025,	0.001246986417415996,	12,	1.2258025,	0.006362175599061204,	
8040.4374487400055,	1.2298028,	0.001247464878854982,	12,	1.2298028,	0.006364616728851949,	
8041.237048864365,	1.2337964,	0.001248476647332266,	12,	1.2337964,	0.006369778812919724,	
8042.036648750305,	1.2378005,	0.00124970517395227,	12,	1.2378005,	0.0063760468058789285,	
8042.836248636246,	1.2418234,	0.001250726158758049,	12,	1.2418234,	0.006381255912030862,	
8043.635848760605,	1.2458098,	0.001251652337859087,	12,	1.2458098,	0.006385981315607587,	
8044.435448646545,	1.2498089,	0.001251067494937974,	12,	1.2498089,	0.006382997423152929,	
8045.2350487709045,	1.253799,	0.001252299388718875,	12,	1.253799,	0.006389282595504464,	
8046.034648656845,	1.2577881,	0.001252904510469624,	12,	1.2577881,	0.006392369951375633,	
8046.834248781204,	1.2617842,	0.001253665187703996,	12,	1.2617842,	0.006396250957673448,	
8047.633848667145,	1.2658134,	0.001255010453542094,	12,	1.2658134,	0.006403114558888235,	
8048.433448791504,	1.2698027,	0.00125561442655496,	12,	1.2698027,	0.0064061960538518365,	
8049.2330486774445,	1.2737985,	0.001255795099549617,	12,	1.2737985,	0.006407117854844984,	
8050.032648563385,	1.2777848,	0.001256180605984194,	12,	1.2777848,	0.006409084724409153,	
